_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,gold_label
646508,a6145,b5778,Rune Factory 2: A Fantasy Harvest Moon,Neverland,Natsume|Rising Star Games|Marvelous,DS,Role-Playing,8.3,18 Nov 2008,2008-11-18,Rune Factory Frontier,Neverland Co.,JP: Marvelous Entertainment|NA: Xseed Games/Marvelous Entertainment USA|EU: Rising Star Games,Wii,Simulation|RPG,7.5,17 March 2009,2009-03-17,0
863458,a7567,b7254,The Legend of Zelda: Link's Awakening,Nintendo,Nintendo,Game Boy|Game Boy Color,Adventure|Action,8.9,August 1993,1993-08-01,The Legend of Zelda: Link's Awakening,Nintendo EAD,Nintendo,Emulated|Game Boy|Game Boy Advance|Game Boy Color|Nintendo 3DS,Action|Adventure,9.0,August 1993,1993-08-01,1
453515,a5621,b4027,Prince of Persia: The Sands of Time,Ubisoft Montreal|Ubisoft,Ubisoft|ak tronic|Sold Out Software,Game Boy Advance|GameCube|PC|PlayStation 2|PlayStation 3|Xbox,Adventure|Action,8.9,28 Oct 2003,2003-10-28,MANOS: The Hands of Fate,FreakZone Games,,PC,Platform,5.7,,,0
178622,a2697,b1594,Forza Horizon 3,PLAYGROUND,Microsoft Game Studios,PC|Xbox One,Driving/Racing|Simulation,8.7,23 Sep 2016,2016-09-23,Dead Horizon,14 Hours Productions,14 Hours Productions,PC,,7.3,11 August 2017,2017-08-11,0
594955,a5609,b5296,Prey (2006),Human Head Studios|Venom Games,3D Realms|Aspyr|2K Games|Sold Out Software|Spike,Linux|Macintosh|PC|Xbox 360,Action|First-Person|Shooter|3D,7.9,11 Jul 2006,2006-07-11,Prey (2006),Human Head Studios|3D Realms|Venom Games,2K Games,PC|Xbox 360,First-Person|Shooter,7.4,11 July 2006,2006-07-11,1
47612,a441,b462,Assassin's Creed Syndicate,Ubisoft Quebec,Ubisoft,PC|PlayStation 4|Xbox One,Adventure|Action,7.2,23 Oct 2015,2015-10-23,Assassin's Creed Chronicles: Russia,Climax Studios,Ubisoft Entertainment,PC|PlayStation 4|PlayStation Vita|Xbox One,Action|Adventure,6.0,09 February 2016,2016-02-09,0
599247,a5636,b5325,Pro Evolution Soccer 2009,Konami|KCET,Konami,PC|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Sports|Team-Based|Simulation|Soccer,7.7,11 Nov 2008,2008-11-11,Pro Evolution Soccer 2010,Konami Computer Entertainment Tokyo,Konami,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Sports,6.9,03 November 2009,2009-11-03,0
466453,a4167,b4153,Mario Party 6,Hudson Soft,Nintendo,GameCube,Party/Minigame,8.0,6 Dec 2004,2004-12-06,Mario Party Advance,Hudson Soft,Nintendo,Game Boy Advance,Party,6.3,28 March 2005,2005-03-28,0
310964,a2668,b2666,Football Manager 2012,Sports Interactive,Sega|Sega Europe,Macintosh|PC|PSP,Soccer|Sports|Team-Based|Management,8.1,20 Oct 2011,2011-10-20,Football Manager 2009,Sports Interactive,Sega,PC,Sports|Simulation,8.0,,,0
199540,a218,b1784,Alien Trilogy,Probe Entertainment Limited,Acclaim|Acclaim Japan|Tec Toy,PC|PlayStation|Saturn,First-Person|Shooter|3D|Action,6.9,February 1996,1996-02-01,Die Hard Trilogy,Probe Entertainment,Fox Interactive,PC|PlayStation|Sega Saturn,First-person shooter|Third-person Shooter,6.5,20 August 1996,1996-08-20,0
339688,a2954,b2925,GoldenEye 007 (2010),n-Space|Eurocom Entertainment Software,Activision|Nintendo,DS|Wii,Shooter|3D|Action|First-Person,8.4,2 Nov 2010,2010-11-02,GoldenEye 007 (2010),Eurocom|n-Space(DS),Activision|Nintendo (Japan),Wii,First-person shooter,7.3,02 November 2010,2010-11-02,1
227958,a1985,b1996,Dragon Ball Z: Supersonic Warriors 2,Arc System Works,Atari SA|Bandai,DS,Fighting|Action|2D,8.2,20 Nov 2005,2005-11-20,Dragon Ball Z: Budokai Tenkaichi,Spike,Atari|Bandai Namco|Bandai Games,PlayStation 2,Fighting,7.0,18 October 2005,2005-10-18,0
924637,a2528,b7811,FIFA Soccer (2012),Electronic Arts,EA Sports|Electronic Arts,PlayStation Vita,Team-Based|Simulation|Soccer|Sports,8.1,15 Feb 2012,2012-02-15,Twisted Metal (2012),Eat Sleep Play,Sony Computer Entertainment,PlayStation 3,Car Combat,6.6,14 February 2012,2012-02-14,0
147616,a6716,b1304,Space Bunnies Must Die!,Jinx,Ripcord Games,PC,Action,5.1,31 Oct 1998,1998-10-31,Commander Keen 3: Keen Must Die!,id Software,Apogee Software,PC,Scrolling|Platform,6.5,,,0
120102,a1026,b1069,Call of Duty: World at War,n-Space|Treyarch|Exakt,Activision,DS|PC|PlayStation 3|Wii|Xbox 360,3D|Action|First-Person|Shooter,8.4,10 Nov 2008,2008-11-10,Call of Juarez: Bound in Blood,Techland,Ubisoft,PC|PlayStation 3|Xbox 360,First-Person|Shooter,7.4,30 June 2009,2009-06-30,0
341250,a5372,b2955,Patrician III: Rise of the Hanse,Ascaron Entertainment GmbH,Encore Software|Inc.|Kalypso|Infogrames,PC,Strategy|Real-Time,8.1,31 Oct 2003,2003-10-31,Gothic II: Night of the Raven,Piranha Bytes,JoWood|Aspyr,PC,Role-Playing,9.1,,,0
776636,a388,b6735,Army Men Advance,DC Studios,3DO,Game Boy Advance,Shooter|Third-Person|3D|Action,5.7,10 Jun 2001,2001-06-10,Super Mario Advance,Nintendo Entertainment Analysis and Development,Nintendo,Emulated|Game Boy Advance|Wii U,Adventure,7.8,2001,2001-01-01,0
283546,a2463,b2463,Far Cry,Crytek|Ubisoft Montreal,Ubisoft|Mastertronic|Sold Out Software|Frontier Groove,PC|PlayStation 3|Wii|Xbox|Xbox 360,Shooter|3D|Action|First-Person,8.8,23 Mar 2004,2004-03-23,Far Cry,Crytek,Ubisoft,PC|Xbox,First-person shooter,7.5,23 March 2004,2004-03-23,1
3152,a31,b35,2010 FIFA World Cup South Africa,Electronic Arts|EA Canada,EA Sports,iOS (iPhone/iPad)|PlayStation 3|PSP|Wii|Xbox 360,Simulation|Soccer|Sports|Team-Based,8.2,26 Apr 2010,2010-04-26,2010 FIFA World Cup South Africa,EA Canada|HB Studios,EA Sports,PlayStation 3|Wii|Xbox 360,Sports,7.2,27 April 2010,2010-04-27,1
35744,a242,b300,Alone in the Dark: The New Nightmare,Darkworks|Pocket Studios|Spiral House,Infogrames|Sold Out Software|CyberFront|Atari SA|Capcom|SCEA,Dreamcast|Game Boy Color|PC|PlayStation|PlayStation 2,Action|Adventure|Survival|3D,7.2,18 Jun 2001,2001-06-18,Alone in the Dark: The New Nightmare,Darkworks|Spiral House (Windows/PS2),Infogrames,Dreamcast|Game Boy Color|PC|PlayStation|PlayStation 2,Survival horror|action adventure,6.3,18 June 2001,2001-06-18,1
875519,a7611,b7318,The Mummy Demastered,WayForward,WayForward,Nintendo Switch|PC|PlayStation 4|Xbox One,Platformer|2D|Action,6.4,24 Oct 2017,2017-10-24,The Mummy Demastered,WayForward,WayForward,Nintendo Switch|PC|PlayStation 4,Action|Adventure,6.9,24 October 2017,2017-10-24,1
299902,a2575,b2582,Final Fantasy IV: The After Years,Square Enix|Matrix Software,Square Enix,Android|iOS (iPhone/iPad)|Mobile|PC|Wii,Role-Playing,7.1,1 Jun 2009,2009-06-01,Final Fantasy XIII,Square Enix,Square Enix,PC|PlayStation 3|Xbox 360,Role-Playing,7.5,17 December 2009,2009-12-17,0
502123,a3253,b4408,Hexcite Fusion,Square Enix,Square Enix,Mobile,Puzzle,,Release Unknown Date,,Metroid Fusion,Nintendo R&amp;D1,Nintendo,Android|Emulated|Game Boy Advance|Nintendo 3DS|Nintendo DS|Wii U,Action|Adventure|Shooter,8.4,17 November 2002,2002-11-17,0
779776,a98,b6745,Aces of the Galaxy,Artech Studios,Sierra Online|Activision|Sierra Entertainment,PC|Xbox 360,Action|Shooter|Third-Person|3D,7.4,4 Jun 2008,2008-06-04,Super Mario Galaxy,Nintendo EAD Tokyo,Nintendo,PC|Wii|Wii U,Third-Person|Adventure,9.0,12 November 2007,2007-11-12,0
617203,a1518,b5521,Dance Dance Revolution,Konami,Konami,Arcade Games|PC|PlayStation,Music/Rhythm,8.3,9 May 2001,2001-05-09,Rayman 2: Revolution,Ubisoft,Ubisoft,PlayStation 2,Platform,6.6,30 January 2001,2001-01-30,0
543205,a4963,b4776,Need for Speed,Ghost Games,Electronic Arts,PC|PlayStation 4|Xbox One,Driving/Racing|Simulation,7.0,3 Nov 2015,2015-11-03,Need for Speed: Underground Rivals,,Electronic Arts,PSP,Racing,5.7,,,0
294984,a2583,b2556,Final Fantasy: The 4 Heroes of Light,Matrix Software,Square Enix,DS,Role-Playing,7.4,5 Oct 2010,2010-10-05,Final Fantasy IV: The Complete Collection,Bullet Ltd,Square Enix,Emulated|PlayStation Vita|PSP,Role-playing,8.2,19 April 2011,2011-04-19,0
947791,a2831,b8064,Game of Thrones,Cyanide,ATLUS|Focus Home Interactive,PC|PlayStation 3|Xbox 360,Role-Playing,6.8,15 May 2012,2012-05-15,War of the Roses,Fatshark,Paradox Interactive,PC,,5.5,02 October 2012,2012-10-02,0
761756,a6995,b6639,Stick it to the Man!,Zoink!,Ripstone|Zoink!|System 3|Play It|Unity Games Japan,Macintosh|Nintendo Switch|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox One,Action|Platformer|3D,7.2,12 Nov 2013,2013-11-12,Street Fighter X Mega Man,Capcom,Capcom,PC,Platform,7.0,17 December 2012,2012-12-17,0
352128,a3084,b3059,Guitar Hero III: Legends of Rock,Aspyr|Neversoft Entertainment|BudCat|Vicarious Visions,Activision|Aspyr|RedOctane,Macintosh|PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Music/Rhythm,8.6,28 Oct 2007,2007-10-28,Guitar Hero II,Harmonix Music Systems,RedOctane|Activision,PlayStation 2|Xbox 360,Rhythm,8.2,07 November 2006,2006-11-07,0
672513,a6439,b6034,Shonen Jump's Shaman King: Legacy of the Spirits Soaring Hawk,KCEJ,Konami,Game Boy Advance,Action|Adventure,7.7,8 Feb 2005,2005-02-08,Shaman King: Master of Spirits 2,Konami,Konami,Game Boy Advance,Adventure,7.5,02 August 2005,2005-08-02,0
877662,a7424,b7343,The Cave (2013),Double Fine Productions,Double Fine Productions|Sega,Android|iOS (iPhone/iPad)|Linux|Macintosh|Ouya|PC|PlayStation 3|Wii U|Xbox 360,Platformer|2D|Action,7.6,22 Jan 2013,2013-01-22,The Plan (2013),Krillbite Studio,Krillbite Studio,Linux|Mac|PC,Interactive Art,6.3,10 February 2013,2013-02-10,0
11404,a89,b143,Ace Combat 5: The Unsung War,Project Aces,SCEE|Namco|SCEI,PlayStation 2,Flight|Simulation,9.0,25 Oct 2004,2004-10-25,Ace Combat 5: The Unsung War,Project Aces,JP/NA: Namco|EU: SCEE,PlayStation 2,Arcade|Flight Combat,8.4,25 October 2004,2004-10-25,1
963198,a7463,b8198,The Evil Within,Tango Gameworks,Bethesda Softworks,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Action|3D|Adventure,7.4,14 Oct 2014,2014-10-14,Without Within,InvertMouse,InvertMouse,PC,Visual Novel,5.5,22 January 2015,2015-01-22,0
276908,a2526,b2390,FIFA Soccer 2004,Exient Entertainment|EA Canada,EA Sports|Electronic Arts|ak tronic,Game Boy Advance|GameCube|N-Gage|PC|PlayStation|PlayStation 2|Xbox,Team-Based|Simulation|Soccer|Sports,7.8,4 Nov 2003,2003-11-04,FIFA 2004,EA Canada|Exient Entertainment (GBA/N-Gage),Electronic Arts,Nintendo GameCube|PC|PlayStation|PlayStation 2,Sports,5.8,04 November 2003,2003-11-04,1
919152,a8048,b7744,Trapt,Paon Corporation,Tecmo|SCEA|Take-Two Interactive,PlayStation 2,Strategy,7.5,1 Nov 2005,2005-11-01,Trapt,Tecmo,Tecmo,PlayStation 2,Action|Strategy,7.5,01 November 2005,2005-11-01,1
93955,a827,b864,Blur,Bizarre Creations,Activision|Mastertronic|Square Enix,PC|PlayStation 3|Xbox 360,Driving/Racing|Arcade,7.9,25 May 2010,2010-05-25,Blur,Bizarre Creations,Activision,PC|PlayStation 3|Xbox 360,Racing|Vehicular combat,7.3,25 May 2010,2010-05-25,1
850218,a5292,b7202,Over G Fighters,Taito Corporation,Ubisoft|Taito Corporation,Xbox 360,Simulation|Flight,6.4,27 Jun 2006,2006-06-27,The King of Fighters '99,SNK,SNK,Arcade|Dreamcast|Neo Geo|PlayStation,Fighting,7.2,,,0
267738,a2244,b2268,Enter the Gungeon,Dodge Roll,Devolver Digital|Dodge Roll|GHI Media|LLC,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|Xbox One,Action,8.0,5 Apr 2016,2016-04-05,Enter the Gungeon,Dodge Roll,Devolver Digital,Nintendo Switch|PC|PlayStation 4,Roguelike,7.9,05 April 2016,2016-04-05,1
524950,a4591,b4573,Mortal Kombat: Tournament Edition,Criterion Games,Midway,Game Boy Advance,2D|Action|Fighting,7.7,27 Aug 2003,2003-08-27,Mortal Kombat: Deadly Alliance,Midway,Midway,Game Boy Advance|Nintendo GameCube|PlayStation 2|Xbox,Fighting,7.1,16 November 2002,2002-11-16,0
232080,a1965,b2010,Dragon Ball: Origins,Game Republic,Atari SA|Bandai Namco Games|Namco Bandai Games|Bandai,DS,Action|Adventure,8.3,4 Nov 2008,2008-11-04,Dragon Ball Z: Super Butouden 2,,Bandai,Super Nintendo,Fighting,5.9,,,0
516623,a4462,b4500,Mini Ninjas,Magic Pockets|Io Interactive,Eidos Interactive|Warner Bros. Interactive Entertainment|Square Enix|Feral Interactive,DS|iOS (iPhone/iPad)|Macintosh|PC|PlayStation 3|Wii|Xbox 360,Action|Adventure,7.8,8 Sep 2009,2009-09-08,Mini Ninjas,IO Interactive|Magic Pockets,Eidos Interactive|Warner Bros. (USA),PC|PlayStation 3|Wii|Xbox 360,Action-adventure,7.2,08 September 2009,2009-09-08,1
403029,a3602,b3582,Just Cause 3,Avalanche Studios|Square Enix,Square Enix|Bandai Namco Games,PC|PlayStation 4|Xbox One,Action|Adventure,7.0,30 Nov 2015,2015-11-30,Just Cause 3: Sky Fortress DLC,Avalanche Studios,Square Enix,PC|PlayStation 4|Xbox One,Action|Adventure,6.8,08 March 2016,2016-03-08,0
813245,a7270,b6909,Tales of Graces,Namco Bandai Games|Bandai Namco Games,Namco Bandai Games|Bandai Namco Games,PlayStation 3|Wii,Role-Playing|Action,8.4,13 Mar 2012,2012-03-13,Tales of Rebirth,Namco Tales Studio,Namco,PlayStation 2|PSP,Role-playing,8.0,,,0
186783,a1753,b1654,Deus Ex: Human Revolution - Director's Cut,Eidos Montreal|Straight Right,Feral Interactive|Square Enix,Macintosh|PC|PlayStation 3|Wii U|Xbox 360,Action|Adventure,8.2,22 Oct 2013,2013-10-22,Deadly Premonition: Director's Cut,ToyBox,Rising Star Games,PC|PlayStation 3,Open World|Survival Horror,7.6,30 April 2013,2013-04-30,0
88185,a2660,b803,Flying Corps,Rowan Software Ltd.,Empire Interactive,PC,Flight|Simulation,7.6,November 1997,1997-11-01,Blast Corps,Rare,Nintendo,Nintendo 64|Xbox One,Action|Puzzle,6.9,24 March 1997,1997-03-24,0
409554,a3700,b3666,Kingdom Hearts HD 2.8 Final Chapter Prologue,Square Enix,Square Enix,PlayStation 4,Role-Playing|Action,7.5,24 Jan 2017,2017-01-24,Kingdom Hearts Final Mix,Square Enix,Square Enix,PlayStation 2|PlayStation 3|PlayStation 4,Action|Role-Playing,8.4,,,0
809275,a7817,b6899,Time of Defiance,Nicely Crafted,Oxygen Interactive|Strategy First,PC,Real-Time|Strategy,7.0,28 Sep 2004,2004-09-28,Tales of Innocence,Alfa System,Namco Bandai,Nintendo DS,Role-playing,5.8,,,0
617537,a561,b5527,Baseball Advance,Smilebit,Sega|THQ,Game Boy Advance,Arcade|Baseball|Sports|Team-Based,8.4,20 Mar 2002,2002-03-20,Rayman Advance,Digital Eclipse Software,Ubisoft,Game Boy Advance,Action|Platform,7.5,10 June 2001,2001-06-10,0
677925,a6414,b6085,Shin Megami Tensei: Persona 3 Portable,ATLUS,ATLUS|Ghostlight,PSP,Role-Playing,9.1,5 Jul 2010,2010-07-05,Shin Megami Tensei: Persona 3 Portable,Atlus,Atlus,PlayStation Vita|PSP,Turn-Based|Role-Playing|Simulation,8.9,06 July 2010,2010-07-06,1
89767,a780,b817,Bleach: Dark Souls,Treasure,Sega|Sega Europe,DS,2D|Fighting|Action,8.6,7 Oct 2008,2008-10-07,Bleach: Dark Souls,Treasure Co. Ltd,Sega,Nintendo DS,Fighting,7.2,07 October 2008,2008-10-07,1
334179,a2883,b2872,Ghost in the Shell,Exact,SCEE|SCEI|THQ,PlayStation,Simulation,7.8,31 Oct 1997,1997-10-31,Ghost in the Shell,Exact,THQ|SCEE,PlayStation,Third-Person|Action|Shooter,7.5,03 November 1997,1997-11-03,1
566391,a5276,b5008,Outlast,Red Barrels,Red Barrels,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|Xbox One,Adventure|Survival|3D|Action,8.0,4 Sep 2013,2013-09-04,Outlast,Red Barrels,Red Barrels,Linux|Mac|PC|PlayStation 4|Xbox One,First-Person|Survival Horror,7.8,04 September 2013,2013-09-04,1
401813,a4767,b3564,Naruto: Ultimate Ninja Heroes,Bandai,Namco Bandai Games|Bandai Namco Games|Atari SA,PSP,3D|Fighting|Action,7.9,28 Aug 2007,2007-08-28,Jump Ultimate Stars,Ganbarion,Nintendo,Nintendo DS,2D versus fighting,7.5,,,0
28649,a8867,b227,Zone of the Enders: The Fist of Mars,WinkySoft,Konami,Game Boy Advance,Strategy|Turn-Based,8.2,3 Mar 2002,2002-03-03,Age of Wonders: Shadow Magic,Triumph Studios,Gathering of Developers,PC,Turn-Based Strategy,8.3,2003,2003-01-01,0
150219,a3110,b1315,Gunstar Super Heroes,Treasure,Sega|THQ,Game Boy Advance,Shoot-'Em-Up|2D|Action,8.6,25 Oct 2005,2005-10-25,Company of Heroes,Relic Entertainment,THQ,PC,Real-Time|Strategy,8.2,12 September 2006,2006-09-12,0
550668,a7624,b4832,The Nightmare of Druaga,Arika,Arika|Namco,PlayStation 2,Roguelike|Role-Playing,5.8,26 Oct 2004,2004-10-26,Nightmare House 2,We Create Stuff,We Create Stuff,PC,First Person Shooter,7.2,,,0
96780,a3984,b896,LostWinds: Winter of the Melodias,Frontier Developments,Frontier Developments|Square Enix,iOS (iPhone/iPad)|PC|Wii,Platformer|3D|Action,8.3,19 Oct 2009,2009-10-19,Borderlands 2: Game of the Year Edition,Gearbox Software,2K Games,Linux|Mac|PC|PlayStation 3|PlayStation 4|Xbox 360,First-Person|Shooter,8.8,,,0
771259,a852,b6709,Bomberman Live,Backbone Entertainment,Hudson Entertainment|Microsoft,Xbox 360,Action|Puzzle,8.2,18 Jul 2007,2007-07-18,Super Bomberman 3,Hudson Soft,Hudson Soft,Super Nintendo,Action,8.2,,,0
190178,a2556,b1695,Fighting Force,Core Design Ltd.,Crave|Eidos Interactive|Square Enix|Electronic Arts Victor,Nintendo 64|PC|PlayStation,Action|3D|Beat-'Em-Up,7.0,31 Oct 1997,1997-10-31,Delta Force,NovaLogic,NovaLogic,PC,First-person Shooter,6.9,01 November 1998,1998-11-01,0
409540,a3702,b3666,Kingdom Hearts Re:coded,Square Enix|h.a.n.d. Inc.,Square Enix,DS,Action|Role-Playing,7.6,11 Jan 2011,2011-01-11,Kingdom Hearts Final Mix,Square Enix,Square Enix,PlayStation 2|PlayStation 3|PlayStation 4,Action|Role-Playing,8.4,,,0
335905,a2895,b2884,Giants: Citizen Kabuto,Omni Group|Planet Moon Studios|Digital Mayhem,Mac Play|Interplay,Macintosh|PC|PlayStation 2,Action|Shooter|Third-Person|3D,8.6,6 Dec 2000,2000-12-06,Giants: Citizen Kabuto,Planet Moon Studios|The Omni Group (Mac OS X)|Digital Mayhem (Playstation 2),Interplay Entertainment|MacPlay (Mac OS X),PC|PlayStation 2,Third-Person|Shooter,7.6,07 December 2000,2000-12-07,1
186536,a1654,b1653,Deadly Premonition,Access Games,Mastertronic|Rising Star Games|Marvelous|TOYBOX|Marvelous AQL|Ignition Entertainment|Xseed Games,PC|PlayStation 3|Xbox 360,Action|Adventure,7.6,17 Feb 2010,2010-02-17,Deadly Premonition,Access Games,NA: Ignition Entertainment|JP: Marvelous Entertainment|EU: Rising Star Games,PC|PlayStation 3|Xbox 360,Open World|Survival Horror,8.1,,,1
701859,a4303,b6308,Mega Man X Collection,Capcom,Capcom,GameCube|PlayStation 2,Compilation,8.7,10 Jan 2006,2006-01-10,Sonic Gems Collection,Sega,Sega,Nintendo GameCube|PlayStation 2,Compilation,7.0,16 August 2005,2005-08-16,0
814967,a5976,b6918,Riddle of the Sphinx 2: The Omega Stone,Omni Creative Group,DreamCatcher Interactive,PC,3D|Adventure|First-Person,7.4,19 Mar 2003,2003-03-19,Tales of the Orient: The Rising Sun,,,Linux|PC,Puzzle,6.5,,,0
