_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,gold_label
773656,a7115,b6721,Super Dragon Ball Z,Crafts & Meister,Banpresto|Atari SA,Arcade Games|PlayStation 2,3D|Action|Fighting,7.3,18 Jul 2006,2006-07-18,Super Dragon Ball Z,Crafts &amp; Meister|Arika,Atari,PlayStation 2,Fighting,5.8,18 July 2006,2006-07-18,1
227173,a1972,b1993,Dragon Ball Z: Budokai 2,Pyramid|Dimps Corporation,Bandai|Atari SA,GameCube|PlayStation 2,3D|Fighting|Action,7.8,4 Dec 2003,2003-12-04,Dragon Ball Z: Budokai 2,Dimps,Namco Bandai Games|Atari|Bandai,Nintendo GameCube|PlayStation 2,Fighting|Action,7.5,05 December 2003,2003-12-05,1
634750,a5973,b5662,Rhythm Heaven,Nintendo,Nintendo,DS,Music/Rhythm,8.2,5 Apr 2009,2009-04-05,Rhythm Tengoku,Nintendo|Sega,Nintendo,Game Boy Advance,Music,8.2,,,0
214186,a8726,b1933,X-Men: Destiny,Other Ocean Interactive|Silicon Knights,Activision,DS|PlayStation 3|Wii|Xbox 360,Beat-'Em-Up|Action|3D,5.3,27 Sep 2011,2011-09-27,Doom & Destiny,HeartBit Interactive,,Android|PC,Role-Playing,7.7,25 August 2011,2011-08-25,0
909207,a2021,b7638,Dragonriders: Chronicles of Pern,Ubisoft,Ubisoft|Red Storm Entertainment,Dreamcast|PC,Role-Playing,6.3,9 Aug 2001,2001-08-09,Tomb Raider Chronicles,Core Design,Eidos Interactive,Dreamcast|PC|PlayStation,,6.3,24 November 2000,2000-11-24,0
36120,a7743,b306,The Whispered World,Daedalic Entertainment,Daedalic Entertainment|Viva Media|LLC|Deep Silver,iOS (iPhone/iPad)|Linux|Macintosh|PC,Adventure,7.3,26 Apr 2010,2010-04-26,Alter World,,,PC,Platform|Puzzle,5.8,,,0
701837,a1040,b6308,Capcom Classics Collection,Digital Eclipse,Capcom,PlayStation 2|Xbox,Compilation,8.0,27 Sep 2005,2005-09-27,Sonic Gems Collection,Sega,Sega,Nintendo GameCube|PlayStation 2,Compilation,7.0,16 August 2005,2005-08-16,0
90378,a807,b829,BloodRayne 2,Terminal Reality,Majesco Games|SCEA|THQ,PC|PlayStation 2|Xbox,Action|Shooter|Third-Person|3D,7.9,12 Oct 2004,2004-10-12,BloodRayne 2,Terminal Reality,Majesco|THQ (Europe),PC|PlayStation 2|Xbox,Hack and slash|Action,7.1,12 October 2004,2004-10-12,1
395978,a272,b3494,Among the Sleep,Krillbite Studio,Krillbite Studio|Soedesco,Linux|Macintosh|PC|PlayStation 4|Xbox One,3D|Adventure|First-Person,7.0,31 Dec 2014,2014-12-31,J.U.L.I.A.: Among the Stars,CBE Software,CBE Software,PC,Point-and-Click|Adventure,7.2,12 September 2014,2014-09-12,0
243544,a2016,b2042,Dragon Valor,Namco,SCEE|Namco|Bandai Namco Games,PlayStation,Action|Role-Playing,6.9,16 Oct 2000,2000-10-16,Dragon Warrior I & II,Armor Project|Chunsoft|TOSE,Enix Corporation,Game Boy Color|Super Nintendo,Top-Down|Turn-Based|Adventure|Role-Playing,7.3,September 2000,2000-09-01,0
381372,a609,b3318,Battle Monsters,Scarab,Acclaim|Naxat Soft,Saturn,Action|2D|Fighting,4.1,30 Sep 1996,1996-09-30,Hollywood Monsters,Pendulo Studios,Dinamic Multimedia,PC,Adventure,7.7,,,0
543086,a4960,b4775,Need for Speed: Underground,Global VR|Pocketeers|Electronic Arts|Black Box|EA Black Box,Konami|Electronic Arts|EA Games|ak tronic,Arcade Games|Game Boy Advance|GameCube|PC|PlayStation 2|Xbox,Simulation|Driving/Racing,8.3,17 Nov 2003,2003-11-17,Need for Speed: Underground 2,EA Black Box|Pocketeers (GBA)|Ideaworks Game Studio (Mobile Version),EA Games,Nintendo DS|Nintendo GameCube|PC|PlayStation 2|Xbox|Xbox 360,Racing,8.3,09 November 2004,2004-11-09,0
907839,a7908,b7628,Tom Clancy's Splinter Cell Essentials,Ubisoft,Ubisoft,PSP,Action|Shooter|Tactical|Third-Person,7.5,21 Mar 2006,2006-03-21,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal|Ubisoft Annecy,Ubisoft,Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Xbox|Xbox 360,Third-Person|Stealth,8.3,28 March 2005,2005-03-28,0
743767,a6931,b6553,Star Wars: Rogue Squadron 3D,Factor 5,Nintendo|Gradiente|LucasArts|Disney Interactive Studios,Nintendo 64|PC,Simulation,8.4,17 Nov 1998,1998-11-17,Star Wars: Rogue Squadron,Factor 5|LucasArts,LucasArts,Nintendo 64|PC,Action|Shooter,8.0,03 December 1998,1998-12-03,1
804028,a1334,b6852,Contender 2,Bam Entertainment,Victor Interactive Software|Bam Entertainment|3DO,PlayStation,Sports|Boxing,6.0,19 Dec 2000,2000-12-19,Syphon Filter 2,Eidetic,Sony Computer Entertainment,PlayStation|PlayStation 2,Stealth|Third-person Shooter,7.8,29 February 2000,2000-02-29,0
982790,a8828,b8387,Yu-Gi-Oh! Power of Chaos: Yugi the Destiny,Konami,Konami,PC,Card Game,6.7,12 Jan 2004,2004-01-12,Yu-Gi-Oh! Power of Chaos: Kaiba the Revenge,Konami,Konami,PC,Turn-Based|Card Game|Strategy,6.0,07 April 2004,2004-04-07,1
125,a10,b2,007: The World is not Enough,Eurocom Entertainment Software|Black Ops Entertainment,Electronic Arts,Nintendo 64|PlayStation,Action|First-Person|Shooter|3D,7.6,1 Nov 2000,2000-11-01,007: The World Is Not Enough,Eurocom|Black Ops,Electronic Arts,Nintendo 64|PlayStation,First-Person|Shooter,7.0,17 October 2000,2000-10-17,1
291353,a2579,b2539,Final Fantasy Origins,TOSE,SquareSoft|Square Enix|SCEA|Infogrames,PlayStation,Compilation,8.2,8 Apr 2003,2003-04-08,Final Fantasy Crystal Chronicles,The Game Designers Studio,Nintendo,Nintendo GameCube,Action RPG,7.6,09 February 2004,2004-02-09,0
83382,a8860,b747,Zombie Apocalypse (2009),Nihilistic,Konami,PlayStation 3|Xbox 360,Shooter|2D|Action|Fixed-Screen,7.3,23 Sep 2009,2009-09-23,Bionic Commando (2009),GRIN,Capcom,PC|PlayStation 3|Xbox 360,Action|Platform,6.4,19 May 2009,2009-05-19,0
11274,a1282,b141,Combat,Magic Lantern,Infogrames,PC,Simulation,6.6,20 Nov 2001,2001-11-20,Ace Combat 2,Namco,Namco,PlayStation,Arcade|Combat Flight Simulator,8.2,,,0
4572,a50,b53,50 Cent: Blood on the Sand,Swordfish Studios,Bethesda Softworks|THQ,PlayStation 3|Xbox 360,Shooter|Third-Person|3D|Action,6.7,24 Feb 2009,2009-02-24,50 Cent: Blood on the Sand,Swordfish Studios,THQ,PlayStation 2|PlayStation 3|Xbox 360,Third-Person|Shooter,6.7,24 February 2009,2009-02-24,1
136461,a3320,b1196,Hot Wheels Turbo Racing,Stormfront Studios,Electronic Arts,Nintendo 64|PlayStation,Driving/Racing|Arcade,8.0,31 Aug 1999,1999-08-31,Chocobo Racing,Square Product Development Division 7,JP: Square Co.|NA: Square Electronic Arts|PAL: Square Co.,PlayStation,Racing,7.0,10 August 1999,1999-08-10,0
757604,a7017,b6627,Street Fighter Collection 2,Capcom,Capcom|Virgin Interactive,PlayStation|Saturn,Compilation,7.8,31 Oct 1998,1998-10-31,Street Fighter EX2 Plus,Arika,Capcom,PlayStation,Fighting,8.0,26 May 1998,1998-05-26,0
528071,a4674,b4628,Mutant Mudds,Renegade Kid,Renegade Kid|Rainy Frog|Limited Run Games,3DS|iOS (iPhone/iPad)|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U,2D|Platformer|Action,7.1,26 Jan 2012,2012-01-26,Mutant Mudds,Renegade Kid,,iOS|Nintendo 3DS|PC,Platform,7.6,26 January 2012,2012-01-26,1
574000,a5387,b5104,Peggle,Magmic|PopCap|Vega Mobile,Magmic|Apple|PopCap,BlackBerry|iOS (iPhone/iPad)|PlayStation 3|PSP|Xbox 360|Zeebo,Action|Puzzle,8.3,18 Dec 2007,2007-12-18,Peggle Nights,PopCap Games,PopCap Games,iOS|PC|PlayStation 3|Xbox 360,Puzzle,7.3,16 September 2008,2008-09-16,0
304474,a2602,b2606,Final Fight One,Sun-Tec,Capcom,Game Boy Advance,Action|2D|Beat-'Em-Up,8.0,26 Sep 2001,2001-09-26,Final Fight Guy,Capcom,Capcom,Super Nintendo,Beat 'em up,6.3,,,0
495653,a4345,b4360,Metal Gear Acid,Konami,Konami,PSP,Card Game,8.1,22 Mar 2005,2005-03-22,Metal Gear (MSX),Konami,Konami,MSX|PlayStation 2|PlayStation 3|PlayStation Vita|Xbox 360,Stealth,7.1,,,0
487916,a4314,b4297,Mega Man Zero 4,Inti,Capcom,Game Boy Advance,2D|Platformer|Action,8.7,4 Oct 2005,2005-10-04,Mega Man Battle Network 6,Capcom Production Studio 2,Capcom,Game Boy Advance,Real-Time|Role-Playing|Tactical,7.4,13 June 2006,2006-06-13,0
981886,a8825,b8382,Yu-Gi-Oh! Forbidden Memories,KCEJ,Konami,PlayStation,Card Game,6.7,20 Mar 2002,2002-03-20,Yu-Gi-Oh! GX Tag Force 3,Konami,Konami,PSP,Card Game,7.0,,,0
710941,a6734,b6388,Space Invaders Revolution,Marvelous,Rising Star Games|Taito Corporation|Mastiff,DS,Shoot-'Em-Up|Action|2D,6.0,20 Sep 2005,2005-09-20,Space Quest: Collection,,Activision,PC,Compilation,7.0,September 2006,2006-09-01,0
857593,a7570,b7235,The Legend of Zelda: Oracle of Ages/Seasons,Flagship|Nintendo,Nintendo|Capcom,Game Boy Color,Adventure|Action,9.0,13 May 2001,2001-05-13,The Legend of Heroes: Trails of Zero,Nihon Falcom,,PlayStation Vita|PSP,Role-Playing,8.9,,,0
241730,a2007,b2035,Dragon Quest Monsters: Joker,TOSE,Square Enix,DS,Management|Role-Playing,8.4,6 Nov 2007,2007-11-06,Dragon Quest V: Hand of the Heavenly Bride,Chunsoft ArtePiazza|Matrix Software (PS2) ArtePiazza (NDS),Enix Corporation (SFC)|Square Enix (PS2|NDS),Android|iOS|Nintendo 3DS|Nintendo DS|PlayStation 2|Super Nintendo,Role-Playing,8.6,,,0
100171,a3025,b907,Green Lantern: Rise of the Manhunters,Griptonite Games|Warner Bros. Interactive Entertainment|Double Helix Games,Warner Bros. Interactive Entertainment,3DS|DS|iOS (iPhone/iPad)|PlayStation 3|Wii|Xbox 360,Action|Adventure,6.8,7 Jun 2011,2011-06-07,Borderlands: Game of the Year,Gearbox Software,2K Games,Mac|PC|PlayStation 3|Xbox 360,First-Person|Action|Role-Playing|Shooter,8.3,12 October 2010,2010-10-12,0
157872,a1379,b1391,Crash Bandicoot: The Huge Adventure,Vicarious Visions,Universal Interactive|Konami,Game Boy Advance,Platformer|Action|2D,7.6,25 Feb 2002,2002-02-25,Crash Bandicoot: The Huge Adventure,Vicarious Visions,Universal Interactive Studios|JP: Konami,Game Boy Advance,Platform,6.2,25 February 2002,2002-02-25,1
393237,a3466,b3467,International Superstar Soccer 64,Konami Computer Entertainment Osaka,Konami,Nintendo 64,Soccer|Sports|Team-Based|Simulation,8.2,31 Jul 1997,1997-07-31,International Superstar Soccer 64,Konami Computer Entertainment Osaka,Konami,Nintendo 64,Sports,8.0,31 July 1997,1997-07-31,1
798561,a7137,b6811,Super Metroid,Intelligent Systems,Nintendo,Super Nintendo,Adventure|Action,9.3,18 Apr 1994,1994-04-18,Super Turrican,Rainbow Arts,Imagineer,Super Nintendo,Action,7.6,,,0
524423,a4588,b4570,Mortal Kombat Mythologies: Sub-Zero,Avalanche Software,Midway|GT Interactive,Nintendo 64|PlayStation,Platformer|2D|Action,6.6,1 Oct 1997,1997-10-01,Mortal Kombat 4,Midway Games|Eurocom|Digital Eclipse,Midway Games,Game Boy Color|Nintendo 64|PC|PlayStation,Fighting,6.5,15 October 1997,1997-10-15,0
691033,a6535,b6189,SIREN: Blood Curse,SCE Japan Studio,SCEI|SCEE|SCEA|SCE Australia,PlayStation 3,Action|Adventure|Survival|3D,7.9,24 Jul 2008,2008-07-24,Siren: Blood Curse,Japan Studio,Sony Computer Entertainment,PlayStation 3,Survival horror|Stealth,6.7,24 July 2008,2008-07-24,1
45168,a403,b443,Army of Two: The Devil's Cartel,Visceral Games,Electronic Arts|Media Five,PlayStation 3|Xbox 360,3D|Action|Shooter|Third-Person,6.7,26 Mar 2013,2013-03-26,Army of Two: The Devil's Cartel,Visceral Montreal|EA Montreal,Electronic Arts,PlayStation 3|Xbox 360,Third-Person|Shooter,6.9,26 March 2013,2013-03-26,1
576674,a5392,b5114,Penumbra: Black Plague,Frictional Games,Frictional Games|Paradox Interactive,Linux|Macintosh|PC,Action|Adventure|Survival|3D,8.1,12 Feb 2008,2008-02-12,Penumbra: Requiem,Frictional Games,Paradox Interactive,PC,Graphic adventure|Survival horror,6.4,27 August 2008,2008-08-27,0
908844,a7897,b7632,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal|Ubisoft,Ubisoft,PC|PlayStation 4|Xbox One,Action|First-Person|Shooter|Tactical,7.9,1 Dec 2015,2015-12-01,Tom Clancy's The Division,Ubisoft Massive|Ubisoft Reflections|Ubisoft Red Storm,Ubisoft,PC|PlayStation|PlayStation 4|Xbox One,Third-Person|Massively Multiplayer|Open World|Shooter,7.4,08 March 2016,2016-03-08,0
727424,a6888,b6513,Star Trek: Shattered Universe,Starsphere Interactive,TDK Mediactive,PlayStation 2|Xbox,Simulation,5.6,13 Jan 2004,2004-01-13,Star Trek: Elite Force II,Ritual Entertainment,Activision,PC,First-person shooter,7.7,24 June 2003,2003-06-24,0
489813,a4290,b4307,Mega Man Battle Network 5,Capcom,Capcom,Game Boy Advance,Role-Playing|Action,8.7,21 Jun 2005,2005-06-21,Mega Man Powered Up,Capcom,Capcom,PSP,Action|Platform,7.0,14 March 2006,2006-03-14,0
68774,a4460,b630,Minecraft: Story Mode - A Telltale Games Series,Telltale Games,Telltale Games,Android|iOS (iPhone/iPad)|Macintosh|Nintendo Switch|PC|PlayStation 3|PlayStation 4|Wii U|Xbox 360|Xbox One,Adventure,7.2,13 Oct 2015,2015-10-13,Batman: The Telltale Series,Telltale Games,Telltale Games,Android|Nintendo Switch|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Point-and-Click|Third-Person|Adventure,7.6,02 August 2016,2016-08-02,0
540948,a4767,b4747,Naruto: Ultimate Ninja Heroes,Bandai,Namco Bandai Games|Bandai Namco Games|Atari SA,PSP,3D|Fighting|Action,7.9,28 Aug 2007,2007-08-28,Naruto: Uzumaki Chronicles,Cavia,Namco Bandai Games,PlayStation 2,,5.4,16 November 2006,2006-11-16,0
182490,a1635,b1620,Dead Space Ignition,Sumo Digital,Electronic Arts,PlayStation 3|Xbox 360,Puzzle|Action,4.6,12 Oct 2010,2010-10-12,Dead Space 2: Severed DLC,Visceral Games,Electronic Arts,PC|PlayStation 3|Xbox 360,Third-Person|Shooter|Survival Horror,7.7,01 March 2011,2011-03-01,0
86231,a745,b784,Blackguards,Daedalic Entertainment,Daedalic Entertainment|Kalypso,Macintosh|PC|PlayStation 4|Xbox One,Strategy|Turn-Based,6.8,24 Jan 2014,2014-01-24,Blackguards,Daedalic Entertainment,Daedalic Entertainment,PC,Turn-Based|Role-Playing|Strategy,6.8,22 January 2014,2014-01-22,1
556506,a5173,b4893,Nuclear Dawn,Interwave Studios,Iceberg Interactive|Viva Media|LLC|Interwave Studios,Linux|Macintosh|PC,Action|First-Person|Shooter|3D,7.5,22 Sep 2011,2011-09-22,Nuclear Dawn,InterWave Studios,InterWave Studios,PC,Real-time strategy|First-person Shooter,6.7,26 September 2011,2011-09-26,1
420010,a3732,b3723,Kirby's Avalanche,Compile,Nintendo,Super Nintendo,Matching/Stacking|Puzzle,7.9,February 1995,1995-02-01,Kirby's Avalanche,HAL Laboratory|Compile,Nintendo,Super Nintendo,Puzzle,7.8,25 April 1995,1995-04-25,1
276712,a2520,b2386,FIFA Soccer 10,Electronic Arts|Exient Entertainment|EA Sports|HB Studios Multimedia,Electronic Arts|EA Sports,BlackBerry|DS|iOS (iPhone/iPad)|PC|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Simulation|Soccer|Sports|Team-Based,7.5,28 Sep 2009,2009-09-28,FIFA 2000,EA Canada,Electronic Arts,PC|PlayStation,Sports,7.2,,,0
85732,a515,b777,Back to the Future: The Game,Telltale Games|Iron Galaxy Studios,Telltale Games|Deep Silver,iOS (iPhone/iPad)|Macintosh|PC|PlayStation 3|PlayStation 4|Wii|Xbox 360|Xbox One,Third-Person|3D|Adventure,7.8,29 Sep 2011,2011-09-29,Black Rock Shooter: The Game,Imageepoch,Imageepoch,PSP,Action|Role-Playing,7.7,,,0
212916,a1919,b1914,Donkey Konga,Namco,Nintendo,GameCube,Music/Rhythm,8.1,27 Sep 2004,2004-09-27,Donkey Konga 2,Nintendo,Nintendo,Nintendo GameCube,Music|Rhythm,7.2,09 May 2005,2005-05-09,0
662177,a655,b5960,Beach Head 2002,Digital Fusion Inc.,Digital Fusion Inc.|Infogrames,PC,On-Rails|Shooter|3D|Action,5.6,14 Jan 2002,2002-01-14,Sega GT 2002,Wow Entertainment,Sega,Xbox,Racing,6.5,02 September 2002,2002-09-02,0
100371,a872,b909,Borderlands: The Handsome Collection,Gearbox Software,2K Games,PlayStation 4|Xbox One,Compilation,8.7,24 Mar 2015,2015-03-24,Borderlands: The Handsome Collection,Gearbox Software|Armature Studio|Iron Galaxy Studios,2K Games,PlayStation 4|Xbox One,First-Person|Shooter,9.2,24 March 2015,2015-03-24,1
630169,a5940,b5621,Resident Evil: The Umbrella Chronicles,Cavia Inc.,Capcom,PlayStation 3|Wii,Shooter|Light-Gun|Action,8.0,13 Nov 2007,2007-11-13,Resident Evil: The Umbrella Chronicles,Capcom|Cavia,Capcom,PlayStation 3|Wii|Wii U,On-Rails|Shooter,6.9,13 November 2007,2007-11-13,1
336447,a2912,b2897,Glory of Heracles,Paon Corporation,Nintendo,DS,Role-Playing,7.5,18 Jan 2010,2010-01-18,Glory of Heracles,Paon|Studio Saizensen,Nintendo,Nintendo DS,RPG,7.0,18 January 2010,2010-01-18,1
407065,a3691,b3653,King of Fighters R-2,SNK,SNK,NeoGeo Pocket Color,2D|Action|Fighting,8.3,30 Apr 1999,1999-04-30,King of Demons,Nihon Soft System,,Super Nintendo,Action|Platform,6.8,,,0
379897,a3282,b3296,Hitman,Io Interactive,Square Enix|Feral Interactive|Io Interactive,Linux|Macintosh|PC|PlayStation 4|Xbox One,Adventure|Action,7.2,11 Mar 2016,2016-03-11,Hitman (2016),IO Interactive,Square Enix,PC|PlayStation 4|Xbox One,Action|Adventure|Stealth,8.2,11 March 2016,2016-03-11,1
151818,a579,b1323,Baten Kaitos Origins,Namco Bandai Games|Monolith Soft,Nintendo,GameCube,Role-Playing,8.9,25 Sep 2006,2006-09-25,Condemned: Criminal Origins,Monolith Productions,Sega,PC|Xbox 360,First-Person|Action|Survival Horror,7.5,16 November 2005,2005-11-16,0
80382,a666,b691,Beautiful Katamari,Now Production,Namco Bandai Games|Bandai Namco Games|Eidos Interactive,Xbox 360,Puzzle,7.5,16 Oct 2007,2007-10-16,Beautiful Katamari,Namco|NOW Production,Namco Bandai,Xbox 360,Third-Person|Action|Puzzle,7.2,16 October 2007,2007-10-16,1
36087,a1798,b306,Digimon World,Bandai|Flying Tiger Development,Multi Enterprise|Bandai,PC|PlayStation,Management|Role-Playing,7.6,23 May 2000,2000-05-23,Alter World,,,PC,Platform|Puzzle,5.8,,,0
